F,chi,M,seed,aborted,R05_0,R05_T,R05_ratio,t_focus10,t_turn,Cdrift_max,occ_max,Nu
96.0,1.0,96.0,0,False,0.6898061142379389,0.2899512939267678,0.42033737878228367,0.6,0.2,0.024453772269978948,17204,20000
